date,state,death,deathIncrease,hospitalized,hospitalizedIncrease,negative,negativeIncrease,positive,positiveIncrease
11/15/20,MI,8376,0,0,0,5416792,0,275792,0
11/15/20,MN,2905,31,13074,159,1927701,24650,223581,7553
11/15/20,MO,3374,1,0,0,1430022,4714,239451,3729
11/15/20,MS,3543,3,6914,0,873863,0,134309,969
11/15/20,MT,520,6,2047,5,525403,1595,47158,1272
11/15/20,NC,4806,50,0,0,4320374,37967,312235,3117
11/15/20,ND,742,10,2178,25,259864,508,64654,960
11/15/20,NE,779,4,3551,29,564409,3372,96834,1912
11/15/20,NH,499,0,804,0,372690,3340,14671,360
11/15/20,NJ,16566,18,39018,82,5059796,123805,299514,5042
11/15/20,NM,1215,7,5570,47,1308666,11385,64201,1030
11/15/20,NV,1909,1,0,0,762340,3508,120183,1177
11/15/20,NY,26133,30,89995,0,16192078,129553,560200,3649
11/15/20,OH,5722,8,22265,189,4963930,59158,298096,7853
11/15/20,OK,1528,12,10372,101,1653599,0,154128,3923
11/15/20,OR,759,6,3628,0,895547,7337,56018,1081
11/15/20,PA,9312,38,0,0,2559496,21349,265137,5199
11/15/20,RI,1265,8,3857,28,440141,2427,43442,679
11/15/20,SC,4112,2,11211,29,1895082,16956,195507,1493
11/15/20,SD,644,23,3644,46,228733,1092,65381,1199
11/15/20,TN,3893,16,11141,25,3789392,40211,310937,5817
11/15/20,TX,19559,89,0,0,8653950,49000,1108402,7923
11/15/20,UT,718,8,6769,93,1035460,5877,153808,2667
11/15/20,VA,3800,1,13504,24,2737283,32765,201960,1161
11/15/20,VT,59,0,0,0,196563,666,2971,44
11/15/20,WA,2519,0,9281,15,2621051,24462,138276,2610
11/15/20,WI,2751,12,14381,155,2001239,11919,329924,6320
11/15/20,WV,582,8,0,0,893220,10356,33659,867
11/15/20,WY,144,0,580,0,130208,0,22494,613
11/14/20,AK,98,2,543,1,840244,16864,22020,734
11/14/20,AL,3246,15,22275,0,1271260,10660,215843,2226
11/14/20,AR,2148,0,7847,30,1367077,0,130318,0
11/14/20,AZ,6300,43,22937,117,1695606,15344,273053,3476
11/14/20,CA,18218,81,0,0,19663219,183221,1008377,9875
11/14/20,CO,2525,21,11056,195,1285090,15227,159234,5196
11/14/20,CT,4737,0,12257,0,2618022,0,88645,0
11/14/20,DC,658,1,0,0,564505,5570,18814,148
11/14/20,DE,736,2,0,0,348969,1762,28395,379
11/14/20,FL,17704,45,52441,278,5691962,27562,862990,4405
11/14/20,GA,8956,51,33216,127,3480942,24897,384997,2492
11/14/20,HI,222,0,1194,7,0,0,16652,118
11/14/20,IA,1972,24,0,0,816158,4149,163728,4093
11/14/20,ID,752,3,3102,41,356065,2362,79798,1519
11/14/20,IL,11088,197,0,0,8423025,103342,562985,11028
11/14/20,IN,4888,25,20383,295,1673064,16559,244887,8322
11/14/20,KS,1256,0,4327,0,591280,0,115507,0
11/14/20,KY,1658,11,8783,131,2081184,17897,136137,3293
11/14/20,LA,6121,0,0,0,2790487,0,201981,0
11/14/20,MA,10293,28,13588,0,2838585,24951,186142,3047
11/14/20,MD,4293,20,18458,177,1934079,11546,164090,2321
11/14/20,ME,163,1,572,6,725771,0,8791,152
11/14/20,MI,8376,68,0,0,5416792,62002,275792,7430
11/14/20,MN,2874,35,12915,271,1903051,14877,216028,8689
11/14/20,MO,3373,14,0,0,1425308,6937,235722,6346
11/14/20,MS,3540,21,6914,0,873863,0,133340,1370
11/14/20,MT,514,37,2042,486,523808,1508,45886,1642
11/14/20,NC,4756,36,0,0,4282407,50873,309118,3885
11/14/20,ND,732,19,2153,33,259356,1220,63694,2329
11/14/20,NE,775,19,3522,62,561037,2931,94922,2369
11/14/20,NH,499,1,804,-7,369350,3107,14311,382
11/14/20,NJ,16548,26,38936,70,4935991,37143,294472,4970
11/14/20,NM,1208,10,5523,51,1297281,11093,63171,1165
11/14/20,NV,1908,15,0,0,758832,4564,119006,2269
11/14/20,NY,26103,24,89995,0,16062525,178774,556551,5388
11/14/20,OH,5714,14,22076,220,4904772,54519,290243,7715
11/14/20,OK,1516,23,10271,165,1653599,9934,150205,2847
11/14/20,OR,753,7,3628,44,888210,6212,54937,1058
11/14/20,PA,9274,50,0,0,2538147,14163,259938,5551
11/14/20,RI,1257,3,3829,73,437714,2313,42763,1234
11/14/20,SC,4110,9,11182,35,1878126,39233,194014,1913
11/14/20,SD,621,53,3598,58,227641,1307,64182,1855
11/14/20,TN,3877,25,11116,61,3749181,30190,305120,4662
11/14/20,TX,19470,150,0,0,8604950,87551,1100479,11401
11/14/20,UT,710,9,6676,85,1029583,10641,151141,5352
11/14/20,VA,3799,14,13480,72,2704518,21985,200799,1537
11/14/20,VT,59,0,0,0,195897,952,2927,98
11/14/20,WA,2519,12,9266,88,2596589,25775,135666,2910
11/14/20,WI,2739,56,14226,181,1989320,13808,323604,5581
11/14/20,WV,574,9,0,0,882864,12210,32792,1153
11/14/20,WY,144,17,580,15,130208,0,21881,540
11/13/20,AK,96,0,542,5,823380,-584,21286,584
11/13/20,AL,3231,18,22275,85,1260600,15365,213617,2980
11/13/20,AR,2148,4,7817,102,1367077,12158,130318,2312
11/13/20,AZ,6257,17,22820,244,1680262,16284,269577,3015
11/13/20,CA,18137,29,0,0,19479998,129535,998502,6893
11/13/20,CO,2504,36,10861,264,1269863,17213,154038,6439
11/13/20,CT,4737,11,12257,0,2618022,40440,88645,2746
11/13/20,DC,657,0,0,0,558935,5912,18666,159
11/13/20,DE,734,2,0,0,347207,2519,28016,470
11/13/20,FL,17659,74,52163,271,5664400,22512,858585,6760
11/13/20,GA,8905,24,33089,142,3456045,28822,382505,2315
11/13/20,HI,222,0,1187,9,0,0,16534,97
11/13/20,IA,1948,18,0,0,812009,2856,159635,4032
11/13/20,ID,749,16,3061,59,353703,2457,78279,1158
11/13/20,IL,10891,45,0,0,8319683,91125,551957,15415
11/13/20,IN,4863,50,20088,515,1656505,11153,236565,5600
11/13/20,KS,1256,41,4327,75,591280,0,115507,6282
11/13/20,KY,1647,25,8652,85,2063287,25572,132844,3164
11/13/20,LA,6121,24,0,0,2790487,30530,201981,3450
11/13/20,MA,10265,23,13588,0,2813634,19212,183095,2906
11/13/20,MD,4273,12,18281,142,1922533,10448,161769,1869
11/13/20,ME,162,3,566,13,725771,8606,8639,244
11/13/20,MI,8308,123,0,0,5354790,64181,268362,9179
11/13/20,MN,2839,46,12644,201,1888174,19255,207339,5544
11/13/20,MO,3359,20,0,0,1418371,4178,229376,4005
11/13/20,MS,3519,5,6914,0,873863,0,131970,1305
11/13/20,MT,477,5,1556,15,522300,7380,44244,1213
11/13/20,NC,4720,14,0,0,4231534,34214,305233,1779
11/13/20,ND,713,10,2120,38,258136,915,61365,1490
11/13/20,NE,756,25,3460,-21,558106,3197,92553,2611
11/13/20,NH,498,3,811,7,366243,3257,13929,459
11/13/20,NJ,16522,27,38866,105,4898848,41236,289502,4023
11/13/20,NM,1198,22,5472,64,1286188,16561,62006,1230
11/13/20,NV,1893,13,0,0,754268,3785,116737,1857
11/13/20,NY,26079,24,89995,0,15883751,198320,551163,5401
11/13/20,OH,5700,42,21856,298,4850253,58213,282528,8071
11/13/20,OK,1493,12,10106,76,1643665,37862,147358,2667
11/13/20,OR,746,4,3584,31,881998,6425,53879,1109
11/13/20,PA,9224,30,0,0,2523984,17335,254387,5531
11/13/20,RI,1254,4,3756,55,435401,1751,41529,765
11/13/20,SC,4101,17,11147,63,1838893,8438,192101,1611
11/13/20,SD,568,1,3540,85,226334,962,62327,1611
11/13/20,TN,3852,64,11055,105,3718991,19738,300458,3733
11/13/20,TX,19320,173,0,0,8517399,83064,1089078,13424
11/13/20,UT,701,14,6591,104,1018942,6865,145789,2150
11/13/20,VA,3785,27,13408,69,2682533,9359,199262,1235
11/13/20,VT,59,0,0,0,194945,924,2829,102
11/13/20,WA,2507,25,9178,86,2570814,46400,132756,2163
11/13/20,WI,2683,62,14045,274,1975512,10713,318023,8451
11/13/20,WV,565,10,0,0,870654,13252,31639,742
11/13/20,WY,127,0,565,7,130208,1400,21341,862
11/12/20,AK,96,0,537,9,823964,9595,20702,481
11/12/20,AL,3213,12,22190,304,1245235,0,210637,2000
11/12/20,AR,2144,18,7715,80,1354919,11868,128006,1809
11/12/20,AZ,6240,12,22576,82,1663978,13906,266562,1399
11/12/20,CA,18108,38,0,0,19350463,113052,991609,6927
11/12/20,CO,2468,25,10597,59,1252650,0,147599,5197
11/12/20,CT,4726,10,12257,0,2577582,23118,85899,1158
11/12/20,DC,657,0,0,0,553023,4330,18507,128
11/12/20,DE,732,8,0,0,344688,1405,27546,204
11/12/20,FL,17585,73,51892,161,5641888,21228,851825,5504
11/12/20,GA,8881,75,32947,141,3427223,18871,380190,2496
11/12/20,HI,222,0,1178,0,0,0,16437,117
11/12/20,IA,1930,31,0,0,809153,2753,155603,3650
11/12/20,ID,733,19,3002,40,351246,2283,77121,1693
11/12/20,IL,10846,48,0,0,8228558,87915,536542,12702
11/12/20,IN,4813,51,19573,289,1645352,16026,230965,6591
11/12/20,KS,1215,0,4252,0,591280,-3142,109225,0
11/12/20,KY,1622,18,8567,164,2037715,36005,129680,2336
11/12/20,LA,6097,39,0,0,2759957,29736,198531,3829
11/12/20,MA,10242,20,13588,215,2794422,19249,180189,2648
11/12/20,MD,4261,12,18139,127,1912085,9672,159900,1477
11/12/20,ME,159,1,553,8,717165,20794,8395,193
11/12/20,MI,8185,49,0,0,5290609,60005,259183,7311
11/12/20,MN,2793,39,12443,292,1868919,18173,201795,7225
11/12/20,MO,3339,16,0,0,1414193,7042,225371,4603
11/12/20,MS,3514,17,6914,0,873863,0,130665,1271
11/12/20,MT,472,0,1541,11,514920,9262,43031,961
11/12/20,NC,4706,8,0,0,4197320,37593,303454,2893
11/12/20,ND,703,12,2082,115,257221,987,59875,1835
11/12/20,NE,731,1,3481,115,554909,3180,89942,2209
11/12/20,NH,495,3,804,4,362986,3990,13470,322
11/12/20,NJ,16495,19,38761,161,4857612,36314,285479,4236
11/12/20,NM,1176,18,5408,52,1269627,11413,60776,1742
11/12/20,NV,1880,3,0,0,750483,4575,114880,1469
11/12/20,NY,26055,29,89995,0,15685431,157830,545762,4797
11/12/20,OH,5658,35,21558,268,4792040,49613,274457,7101
11/12/20,OK,1481,11,10030,162,1605803,0,144691,2357
11/12/20,OR,742,5,3553,42,875573,6266,52770,861
11/12/20,PA,9194,49,0,0,2506649,17888,248856,5488
11/12/20,RI,1250,7,3701,45,433650,2142,40764,988
11/12/20,SC,4084,8,11084,60,1830455,18741,190490,1495
11/12/20,SD,567,0,3455,66,225372,948,60716,2020
11/12/20,TN,3788,27,10950,55,3699253,18611,296725,3344
11/12/20,TX,19147,143,0,0,8434335,88357,1075654,10589
11/12/20,UT,687,9,6487,92,1012077,7784,143639,3919
11/12/20,VA,3758,17,13339,66,2673174,11053,198027,1521
11/12/20,VT,59,0,0,0,194021,1231,2727,125
11/12/20,WA,2482,0,9092,0,2524414,0,130593,2384
11/12/20,WI,2621,67,13771,264,1964799,14931,309572,8223
11/12/20,WV,555,2,0,0,857402,12486,30897,696
11/12/20,WY,127,0,558,13,128808,1569,20479,1105
11/11/20,AK,96,4,528,8,814369,5963,20221,487
11/11/20,AL,3201,81,21886,0,1245235,14083,208637,2070
11/11/20,AR,2126,14,7635,56,1343051,11043,126197,1962
11/11/20,AZ,6228,36,22494,66,1650072,7775,265163,2030
11/11/20,CA,18070,69,0,0,19237411,119988,984682,7464
11/11/20,CO,2443,16,10538,275,1252650,16291,142402,3975
11/11/20,CT,4716,9,12257,0,2554464,35189,84741,1754
11/11/20,DC,657,0,0,0,548693,5033,18379,206
11/11/20,DE,724,2,0,0,343283,1264,27342,230
11/11/20,FL,17512,52,51731,252,5620660,27071,846321,5669
11/11/20,GA,8806,76,32806,175,3408352,11882,377694,1640
11/11/20,HI,222,1,1178,31,0,0,16320,78
11/11/20,IA,1899,25,0,0,806400,3865,151953,4297
11/11/20,ID,714,16,2962,36,348963,2379,75428,1201
11/11/20,IL,10798,153,0,0,8140643,80807,523840,12657
11/11/20,IN,4762,31,19284,261,1629326,11034,224374,5036
11/11/20,KS,1215,34,4252,114,594422,7993,109225,5672
11/11/20,KY,1604,14,8403,0,2001710,0,127344,2698
11/11/20,LA,6058,0,0,0,2730221,0,194702,0
11/11/20,MA,10222,38,13373,0,2775173,17957,177541,2660
11/11/20,MD,4249,16,18012,98,1902413,11275,158423,1714
11/11/20,ME,158,2,545,7,696371,0,8202,142
11/11/20,MI,8136,42,0,0,5230604,48231,251872,6620
11/11/20,MN,2754,56,12151,218,1850746,6542,194570,4889
11/11/20,MO,3323,24,0,0,1407151,24678,220768,4071
11/11/20,MS,3497,17,6914,0,873863,0,129394,1256
11/11/20,MT,472,10,1530,20,505658,2243,42070,919
11/11/20,NC,4698,38,0,0,4159727,27257,300561,3119
11/11/20,ND,691,42,1967,61,256234,694,58040,1096
11/11/20,NE,730,20,3366,45,551729,3564,87733,2182
11/11/20,NH,492,3,800,4,358996,2516,13148,229
11/11/20,NJ,16476,15,38600,147,4821298,40664,281243,3733
11/11/20,NM,1158,14,5356,91,1258214,33810,59034,1487
11/11/20,NV,1877,18,0,0,745908,3678,113411,1107
11/11/20,NY,26026,21,89995,0,15527601,159480,540965,4820
11/11/20,OH,5623,76,21290,253,4742427,39680,267356,5874
11/11/20,OK,1470,19,9868,186,1605803,12762,142334,2177
11/11/20,OR,737,3,3511,48,869307,5785,51909,754
11/11/20,PA,9145,59,0,0,2488761,17976,243368,4711
11/11/20,RI,1243,6,3656,35,431508,2429,39776,978
11/11/20,SC,4076,14,11024,58,1811714,10940,188995,1257
11/11/20,SD,567,27,3389,112,224424,1059,58696,1362
11/11/20,TN,3761,89,10895,82,3680642,26587,293381,3632
11/11/20,TX,19004,141,0,0,8345978,98832,1065065,13166
11/11/20,UT,678,6,6395,111,1004293,6050,139720,2335
11/11/20,VA,3741,15,13273,90,2662121,19894,196506,1594
11/11/20,VT,59,0,0,0,192790,772,2602,89
11/11/20,WA,2482,22,9092,61,2524414,15469,128209,2713
11/11/20,WI,2554,72,13507,277,1949868,10424,301349,7537
11/11/20,WV,553,7,0,0,844916,10189,30201,885
11/11/20,WY,127,0,545,3,127239,91,19374,132
11/10/20,AK,92,8,520,6,808406,59605,19734,538
11/10/20,AL,3120,36,21886,592,1231152,-1823,206567,1710
11/10/20,AR,2112,4,7579,83,1332008,7353,124235,1424
11/10/20,AZ,6192,28,22428,217,1642297,12091,263133,3434
11/10/20,CA,18001,24,0,0,19117423,170795,977218,5367
11/10/20,CO,2427,19,10263,213,1236359,11701,138427,3890
11/10/20,CT,4707,9,12257,0,2519275,21160,82987,1524
11/10/20,DC,657,2,0,0,543660,2933,18173,86
11/10/20,DE,722,3,0,0,342019,1347,27112,204
11/10/20,FL,17460,69,51479,283,5593589,19829,840652,4282
11/10/20,GA,8730,53,32631,148,3396470,20757,376054,1873
11/10/20,HI,221,0,1147,-14,0,0,16242,63
11/10/20,IA,1874,25,0,0,802535,1836,147656,2734
11/10/20,ID,698,12,2926,37,346584,1041,74227,1266
11/10/20,IL,10645,82,0,0,8059836,89332,511183,12623
11/10/20,IN,4731,67,19023,285,1618292,9772,219338,4829
11/10/20,KS,1181,0,4138,0,586429,0,103553,0
11/10/20,KY,1590,14,8403,129,2001710,18208,124646,2079
11/10/20,LA,6058,10,0,0,2730221,25130,194702,1330
11/10/20,MA,10184,21,13373,0,2757216,13697,174881,2154
11/10/20,MD,4233,12,17914,81,1891138,8864,156709,1338
11/10/20,ME,156,3,538,6,696371,5856,8060,172
11/10/20,MI,8094,86,0,0,5182373,52371,245252,6944
11/10/20,MN,2698,23,11933,262,1844204,10137,189681,4893
11/10/20,MO,3299,146,0,0,1382473,-12961,216697,4256
11/10/20,MS,3480,37,6914,0,873863,0,128138,933
11/10/20,MT,462,5,1510,18,503415,2555,41151,1098
11/10/20,NC,4660,45,0,0,4132470,27714,297442,2582
11/10/20,ND,649,0,1906,0,255540,0,56944,947
11/10/20,NE,710,7,3321,32,548165,1997,85551,1582
11/10/20,NH,489,0,796,2,356480,4369,12919,220
11/10/20,NJ,16461,21,38453,117,4780634,0,277510,4435
11/10/20,NM,1144,14,5265,61,1224404,11170,57547,1258
11/10/20,NV,1859,7,0,0,742230,2271,112304,1322
11/10/20,NY,26005,32,89995,0,15368121,124071,536145,3965
11/10/20,OH,5547,23,21037,386,4702747,39595,261482,6508
11/10/20,OK,1451,7,9682,61,1593041,21720,140157,1702
11/10/20,OR,734,4,3463,85,863522,4669,51155,707
11/10/20,PA,9086,62,0,0,2470785,14929,238657,4361
11/10/20,RI,1237,4,3621,37,429079,2057,38798,789
11/10/20,SC,4062,21,10966,82,1800774,19940,187738,1347
11/10/20,SD,540,3,3277,50,223365,873,57334,1023
11/10/20,TN,3672,62,10813,81,3654055,13594,289749,1979
11/10/20,TX,18863,94,0,0,8247146,104900,1051899,12935
11/10/20,UT,672,11,6284,122,998243,7708,137385,2517
11/10/20,VA,3726,13,13183,67,2642227,16617,194912,1435
11/10/20,VT,59,0,0,0,192018,641,2513,52
11/10/20,WA,2460,21,9031,228,2508945,14078,125496,777
11/10/20,WI,2482,72,13230,291,1939444,12926,293812,7432
11/10/20,WV,546,16,0,0,834727,6447,29316,511
11/10/20,WY,127,13,542,22,127148,0,19242,1232
11/9/20,AK,84,0,514,5,748801,-12641,19196,464
11/9/20,AL,3084,0,21294,0,1232975,3158,204857,1170
11/9/20,AR,2108,23,7496,62,1324655,7716,122811,945
11/9/20,AZ,6164,0,22211,9,1630206,10142,259699,435
11/9/20,CA,17977,14,0,0,18946628,186639,971851,7212
11/9/20,CO,2408,14,10050,33,1224658,13686,134537,3553
11/9/20,CT,4698,27,12257,0,2498115,86636,81463,3338
11/9/20,DC,655,1,0,0,540727,3279,18087,86
11/9/20,DE,719,1,0,0,340672,1996,26908,305
11/9/20,FL,17391,58,51196,103,5573760,16454,836370,3845
11/9/20,GA,8677,29,32483,15,3375713,14831,374181,1103
11/9/20,HI,221,1,1161,4,0,0,16179,128
11/9/20,IA,1849,7,0,0,800699,5401,144922,4381
11/9/20,ID,686,3,2889,19,345543,2134,72961,649
11/9/20,IL,10563,25,0,0,7970504,54187,498560,10573
11/9/20,IN,4664,35,18738,233,1608520,8954,214509,4135
11/9/20,KS,1181,15,4138,71,586429,7742,103553,5920
11/9/20,KY,1576,11,8274,430,1983502,36353,122567,1729
11/9/20,LA,6048,12,0,0,2705091,5115,193372,391
11/9/20,MA,10163,14,13373,0,2743519,12998,172727,1328
11/9/20,MD,4221,9,17833,103,1882274,9978,155371,1375
11/9/20,ME,153,1,532,7,690515,21894,7888,195
11/9/20,MI,8008,63,0,0,5130002,145044,238308,9305
11/9/20,MN,2675,19,11671,144,1834067,10347,184788,3926
11/9/20,MO,3153,0,0,0,1395434,5016,212441,3244
11/9/20,MS,3443,0,6914,186,873863,36655,127205,516
11/9/20,MT,457,1,1492,15,500860,13948,40053,374
11/9/20,NC,4615,8,0,0,4104756,33034,294860,1521
11/9/20,ND,649,5,1906,25,255540,347,55997,1153
11/9/20,NE,703,0,3289,9,546168,2276,83969,1574
11/9/20,NH,489,0,794,0,352111,561,12699,211
11/9/20,NJ,16440,11,38336,36,4780634,69586,273075,2553
11/9/20,NM,1130,12,5204,82,1213234,5633,56289,1408
11/9/20,NV,1852,1,0,0,739959,3733,110982,960
11/9/20,NY,25973,26,89995,0,15244050,108272,532180,3144
11/9/20,OH,5524,7,20651,154,4663152,44960,254974,4706
11/9/20,OK,1444,6,9621,51,1571321,0,138455,2197
11/9/20,OR,730,1,3378,0,858853,5341,50448,861
11/9/20,PA,9024,4,0,0,2455856,14221,234296,3402
11/9/20,RI,1233,1,3584,0,427022,1181,38009,266
11/9/20,SC,4041,5,10884,30,1780834,7420,186391,703
11/9/20,SD,537,1,3227,43,222492,861,56311,907
11/9/20,TN,3610,15,10732,54,3640461,49173,287770,5919
11/9/20,TX,18769,26,0,0,8142246,27871,1038964,4849
11/9/20,UT,661,2,6162,78,990535,6424,134868,2247
11/9/20,VA,3713,6,13116,52,2625610,14723,193477,1302
11/9/20,VT,59,0,0,0,191377,409,2461,25
11/9/20,WA,2439,0,8803,8,2494867,18112,124719,1407
11/9/20,WI,2410,18,12939,100,1926518,9717,286380,4470
11/9/20,WV,530,28,0,0,828280,7223,28805,401
11/9/20,WY,114,0,520,15,127148,3379,18010,700
11/8/20,AK,84,0,509,10,761442,-1031,18732,511
11/8/20,AL,3084,2,21294,0,1229817,5222,203687,1205
11/8/20,AR,2085,17,7434,19,1316939,8462,121866,1038
11/8/20,AZ,6164,17,22202,32,1620064,12023,259264,1880
11/8/20,CA,17963,24,0,0,18759989,151795,964639,7682
11/8/20,CO,2394,5,10017,20,1210972,10965,130984,3017
11/8/20,CT,4671,0,12257,0,2411479,0,78125,0
11/8/20,DC,654,0,0,0,537448,4754,18001,110
11/8/20,DE,718,2,0,0,338676,2003,26603,345
11/8/20,FL,17333,22,51093,64,5557306,38183,832525,6619
11/8/20,GA,8648,1,32468,33,3360882,17437,373078,1253
11/8/20,HI,220,1,1157,10,0,0,16051,128
11/8/20,IA,1842,13,0,0,795298,4267,140541,3313
11/8/20,ID,683,4,2870,45,343409,1431,72312,1403
11/8/20,IL,10538,50,0,0,7916317,80748,487987,10009
11/8/20,IN,4629,37,18505,232,1599566,10890,210374,4652
11/8/20,KS,1166,0,4067,0,578687,0,97633,0
11/8/20,KY,1565,4,7844,0,1947149,0,120838,1177
11/8/20,LA,6036,20,0,0,2699976,25215,192981,1266
11/8/20,MA,10149,20,13373,0,2730521,18330,171399,1823
11/8/20,MD,4212,11,17730,103,1872296,9897,153996,1081
11/8/20,ME,152,0,525,2,668621,0,7693,90
11/8/20,MI,7945,0,0,0,4984958,0,229003,0
11/8/20,MN,2656,31,11527,133,1823720,15231,180862,5908
11/8/20,MO,3153,3,0,0,1390418,17073,209197,4131
11/8/20,MS,3443,10,6728,0,837208,0,126689,804
11/8/20,MT,456,11,1477,12,486912,684,39679,731
11/8/20,NC,4607,2,0,0,4071722,38811,293339,2094
11/8/20,ND,644,11,1881,23,255193,426,54844,1117
11/8/20,NE,703,2,3280,34,543892,3053,82395,1702
11/8/20,NH,489,0,794,3,351550,997,12488,247
11/8/20,NJ,16429,4,38300,50,4711048,0,270522,2494
11/8/20,NM,1118,14,5122,31,1207601,10548,54881,1210
11/8/20,NV,1851,1,0,0,736226,2968,110022,1276
11/8/20,NY,25947,19,89995,0,15135778,142214,529036,3428
11/8/20,OH,5517,11,20497,102,4618192,55011,250268,4541
11/8/20,OK,1438,9,9570,132,1571321,0,136258,4507
11/8/20,OR,729,13,3378,0,853512,4518,49587,979
11/8/20,PA,9020,5,0,0,2441635,15514,230894,2909
11/8/20,RI,1232,1,3584,26,425841,2501,37743,568
11/8/20,SC,4036,21,10854,20,1773414,13228,185688,946
11/8/20,SD,536,13,3184,76,221631,924,55404,1428
11/8/20,TN,3595,5,10678,33,3591288,32886,281851,3636
11/8/20,TX,18743,43,0,0,8114375,46023,1034115,6878
11/8/20,UT,659,1,6084,64,984111,6352,132621,2386
11/8/20,VA,3707,3,13064,42,2610887,19721,192175,1302
11/8/20,VT,59,0,0,0,190968,828,2436,54
11/8/20,WA,2439,0,8795,4,2476755,22739,123312,1931
11/8/20,WI,2392,11,12839,112,1916801,8481,281910,4407
11/8/20,WV,502,0,0,0,821057,11095,28404,662
11/8/20,WY,114,9,505,0,123769,0,17310,713
11/7/20,AK,84,0,499,8,762473,-1210,18221,603
11/7/20,AL,3082,33,21294,0,1224595,7593,202482,1768
11/7/20,AR,2068,12,7415,14,1308477,10213,120828,1598
11/7/20,AZ,6147,38,22170,152,1608041,14060,257384,2620
11/7/20,CA,17939,73,0,0,18608194,162939,956957,5863
11/7/20,CO,2389,13,9997,86,1200007,13630,127967,3498
11/7/20,CT,4671,0,12257,0,2411479,0,78125,0
11/7/20,DC,654,2,0,0,532694,4163,17891,99
11/7/20,DE,716,0,0,0,336673,1827,26258,223
11/7/20,FL,17311,87,51029,161,5519123,14673,825906,4380
11/7/20,GA,8647,39,32435,118,3343445,21818,371825,1719
11/7/20,HI,219,0,1147,9,0,0,15923,138
11/7/20,IA,1829,11,0,0,791031,2524,137228,3718
11/7/20,ID,679,8,2825,37,341978,3322,70909,1330
11/7/20,IL,10488,91,0,0,7835569,85980,477978,12438
11/7/20,IN,4592,45,18273,268,1588676,12394,205722,4899
11/7/20,KS,1166,0,4067,0,578687,0,97633,0
11/7/20,KY,1561,17,7844,136,1947149,-132222,119661,2156
11/7/20,LA,6016,0,0,0,2674761,0,191715,0
11/7/20,MA,10129,23,13373,0,2712191,21606,169576,2302
11/7/20,MD,4201,7,17627,90,1862399,10734,152915,1410
11/7/20,ME,152,2,523,10,668621,0,7603,159
11/7/20,MI,7945,65,0,0,4984958,0,229003,6494
11/7/20,MN,2625,34,11394,201,1808489,14947,174954,4647
11/7/20,MO,3150,19,0,0,1373345,6621,205066,4559
11/7/20,MS,3433,14,6728,0,837208,0,125885,1031
11/7/20,MT,445,26,1465,18,486228,579,38948,1001
11/7/20,NC,4605,23,0,0,4032911,44104,291245,2676
11/7/20,ND,633,15,1858,41,254767,704,53727,1646
11/7/20,NE,701,27,3246,45,540839,4808,80693,2681
11/7/20,NH,489,1,791,1,350553,2827,12241,229
11/7/20,NJ,16425,9,38250,72,4711048,96992,268028,3800
11/7/20,NM,1104,16,5091,71,1197053,10872,53671,1277
11/7/20,NV,1850,5,0,0,733258,4766,108746,1824
11/7/20,NY,25928,18,89995,0,14993564,159704,525608,3587
11/7/20,OH,5506,12,20395,149,4563181,102545,245727,5549
11/7/20,OK,1429,0,9438,0,1571321,13471,131751,0
11/7/20,OR,716,6,3378,44,848994,7806,48608,769
11/7/20,PA,9015,40,0,0,2426121,17755,227985,4035
11/7/20,RI,1231,7,3558,70,423340,6073,37175,795
11/7/20,SC,4015,10,10834,58,1760186,45961,184742,1870
11/7/20,SD,523,13,3108,85,220707,1156,53976,1337
11/7/20,TN,3590,49,10645,27,3558402,40139,278215,5071
11/7/20,TX,18700,111,0,0,8068352,83053,1027237,9560
11/7/20,UT,658,9,6020,98,977759,8410,130235,2956
11/7/20,VA,3704,22,13022,86,2591166,21582,190873,2103
11/7/20,VT,59,1,0,0,190140,766,2382,28
11/7/20,WA,2439,8,8791,7,2454016,25492,121381,2124
11/7/20,WI,2381,48,12727,173,1908320,11863,277503,7521
11/7/20,WV,502,15,0,0,809962,9990,27742,655
11/7/20,WY,105,0,505,6,123769,0,16597,192
11/6/20,AK,84,0,491,9,763683,-1032,17618,507
11/6/20,AL,3049,23,21294,267,1217002,7161,200714,1556
11/6/20,AR,2056,19,7401,75,1298264,12651,119230,1870
11/6/20,AZ,6109,22,22018,187,1593981,13820,254764,1996
11/6/20,CA,17866,51,0,0,18445255,123468,951094,6518
11/6/20,CO,2376,23,9911,197,1186377,12903,124469,3463
11/6/20,CT,4671,15,12257,0,2411479,28618,78125,1065
11/6/20,DC,652,2,0,0,528531,5711,17792,110
11/6/20,DE,716,0,0,0,334846,2213,26035,282
11/6/20,FL,17224,54,50868,198,5504450,29721,821526,5150
11/6/20,GA,8608,30,32317,100,3321627,17835,370106,1738
11/6/20,HI,219,0,1138,13,0,0,15785,99
11/6/20,IA,1818,16,0,0,788507,2835,133510,2778
11/6/20,ID,671,7,2788,58,338656,2160,69579,1265
11/6/20,IL,10397,84,0,0,7749589,80352,465540,11790
11/6/20,IN,4547,36,18005,207,1576282,10511,200823,4647
11/6/20,KS,1166,79,4067,83,578687,7222,97633,5418
11/6/20,KY,1544,10,7708,127,2079371,166478,117505,2228
11/6/20,LA,6016,21,0,0,2674761,17940,191715,870
